iter	Passed	Remaining
1665	50126	10049
1666	50158	10019
1667	50191	9990
1668	50232	9962
1669	50263	9932
1670	50292	9902
1671	50324	9872
1672	50353	9842
1673	50384	9811
1674	50414	9781
1675	50444	9751
1676	50476	9722
1677	50507	9692
1678	50535	9661
1679	50570	9632
1680	50601	9602
1681	50633	9572
1682	50665	9543
1683	50695	9512
1684	50727	9483
1685	50763	9454
1686	50804	9426
1687	50837	9396
1688	50871	9367
1689	50903	9337
1690	50937	9307
1691	50967	9277
1692	51004	9248
1693	51045	9220
1694	51075	9190
1695	51105	9160
1696	51138	9130
1697	51170	9101
1698	51204	9071
1699	51239	9042
1700	51271	9012
1701	51301	8982
1702	51334	8952
1703	51364	8922
1704	51392	8892
1705	51422	8861
1706	51454	8831
1707	51486	8802
1708	51516	8771
1709	51546	8741
1710	51577	8711
1711	51606	8681
1712	51639	8651
1713	51668	8621
1714	51696	8590
1715	51724	8560
1716	51755	8530
1717	51783	8500
1718	51811	8469
1719	51844	8439
1720	51871	8409
1721	51905	8379
1722	51934	8349
1723	51964	8319
1724	51992	8288
1725	52021	8258
1726	52050	8228
1727	52081	8197
1728	52111	8167
1729	52145	8138
1730	52173	8107
1731	52204	8077
1732	52279	8054
1733	52391	8036
1734	52467	8013
1735	52501	7984
1736	52570	7959
1737	52604	7929
1738	52637	7900
1739	52684	7872
1740	52719	7842
1741	52750	7812
1742	52781	7782
1743	52814	7752
1744	52845	7722
1745	52882	7693
1746	52913	7662
1747	52944	7632
1748	52979	7603
1749	53013	7573
1750	53046	7543
1751	53078	7513
1752	53105	7482
1753	53143	7453
1754	53174	7423
1755	53202	7392
1756	53231	7362
1757	53263	7332
1758	53301	7302
1759	53375	7278
1760	53424	7250
1761	53470	7222
1762	53521	7194
1763	53569	7166
1764	53611	7138
1765	53655	7109
1766	53687	7079
1767	53717	7048
1768	53753	7019
1769	53781	6988
1770	53815	6958
1771	53847	6928
1772	53877	6898
1773	53908	6867
1774	53950	6838
1775	54039	6815
1776	54098	6788
1777	54155	6761
1778	54203	6733
1779	54242	6704
1780	54294	6676
1781	54334	6647
1782	54370	6617
1783	54410	6587
1784	54443	6557
1785	54477	6527
1786	54511	6497
1787	54551	6468
1788	54579	6437
1789	54643	6410
1790	54684	6381
1791	54716	6351
1792	54749	6320
1793	54791	6291
1794	54824	6261
1795	54859	6231
1796	54892	6200
1797	54930	6171
1798	54958	6140
1799	54994	6110
1800	55028	6080
1801	55058	6049
1802	55089	6019
1803	55121	5988
1804	55149	5957
1805	55179	5927
1806	55210	5896
1807	55245	5866
1808	55275	5836
1809	55303	5805
1810	55330	5774
1811	55369	5744
1812	55506	5725
1813	55554	5696
1814	55594	5666
1815	55632	5636
1816	55661	5605
1817	55693	5575
1818	55722	5544
1819	55753	5514
1820	55784	5483
1821	55814	5452
1822	55847	5422
1823	55878	5391
1824	55906	5360
1825	55936	5330
1826	55968	5299
1827	56001	5269
1828	56046	5239
1829	56084	5210
1830	56115	5179
1831	56149	5149
1832	56196	5119
1833	56234	5089
1834	56267	5059
1835	56304	5029
1836	56345	4999
1837	56378	4969
1838	56411	4938
1839	56440	4907
1840	56471	4877
1841	56500	4846
1842	56527	4815
1843	56556	4784
1844	56583	4753
1845	56615	4723
1846	56647	4692
1847	56675	4661
1848	56705	4630
1849	56734	4600
1850	56772	4570
1851	56828	4541
1852	56863	4511
1853	56892	4480
1854	56921	4449
1855	56960	4419
1856	56994	4388
1857	57023	4358
1858	57052	4327
1859	57084	4296
1860	57119	4266
1861	57160	4236
1862	57199	4206
1863	57239	4176
1864	57281	4146
1865	57311	4115
1866	57345	4085
1867	57393	4055
1868	57432	4025
1869	57471	3995
1870	57507	3964
1871	57542	3934
1872	57583	3904
1873	57613	3873
1874	57648	3843
1875	57683	3812
1876	57719	3782
1877	57760	3752
1878	57791	3721
1879	57823	3690
1880	57854	3660
1881	57883	3629
1882	57912	3598
1883	57943	3567
1884	57973	3536
1885	58012	3506
1886	58060	3476
1887	58101	3446
1888	58166	3417
1889	58208	3387
1890	58249	3357
1891	58297	3327
1892	58338	3297
1893	58379	3267
1894	58428	3237
1895	58472	3207
1896	58505	3176
1897	58539	3145
1898	58572	3115
1899	58602	3084
1900	58631	3053
1901	58661	3022
1902	58698	2991
1903	58729	2961
1904	58760	2930
1905	58792	2899
1906	58820	2868
1907	58850	2837
1908	58881	2806
1909	58912	2776
1910	58947	2745
1911	58989	2715
1912	59035	2684
1913	59066	2653
1914	59097	2623
1915	59131	2592
1916	59178	2562
1917	59212	2531
1918	59244	2500
1919	59274	2469
1920	59316	2439
1921	59345	2408
1922	59377	2377
1923	59417	2347
1924	59454	2316
1925	59485	2285
1926	59517	2254
1927	59575	2224
1928	59610	2194
1929	59637	2163
1930	59671	2132
1931	59714	2101
1932	59750	2071
1933	59781	2040
1934	59815	2009
1935	59877	1979
1936	59912	1948
1937	59941	1917
1938	59978	1886
1939	60019	1856
1940	60051	1825
1941	60081	1794
1942	60109	1763
1943	60144	1732
1944	60173	1701
1945	60203	1670
1946	60231	1639
1947	60264	1608
1948	60295	1577
1949	60328	1546
1950	60358	1515
1951	60387	1484
1952	60422	1454
1953	60459	1423
1954	60496	1392
1955	60536	1361
1956	60589	1331
1957	60633	1300
1958	60675	1269
1959	60714	1239
1960	60742	1208
1961	60772	1177
1962	60836	1146
1963	60871	1115
1964	60903	1084
1965	60949	1054
1966	60987	1023
1967	61021	992
1968	61082	961
1969	61116	930
1970	61150	899
1971	61183	868
1972	61216	837
1973	61249	806
1974	61290	775
1975	61322	744
1976	61355	713
1977	61388	682
1978	61417	651
1979	61446	620
1980	61475	589
1981	61504	558
1982	61536	527
1983	61566	496
1984	61594	465
1985	61624	434
1986	61656	403
1987	61690	372
1988	61734	341
1989	61760	310
1990	61791	279
1991	61833	248
1992	61881	217
1993	61929	186
1994	61971	155
1995	62000	124
1996	62029	93
1997	62058	62
1998	62094	31
1999	62126	0
