iter	RMSE
1509	0.50479795
1510	0.5047942778
1511	0.5047893449
1512	0.5047861712
1513	0.5047808309
1514	0.504776445
1515	0.5047740921
1516	0.5047703416
1517	0.5047668264
1518	0.5047629095
1519	0.5047606898
1520	0.5047564984
1521	0.5047519368
1522	0.5047492236
1523	0.5047446034
1524	0.504738967
1525	0.5047344076
1526	0.5047296656
1527	0.5047265351
1528	0.5047226252
1529	0.5047167882
1530	0.5047120298
1531	0.5047081278
1532	0.5047030434
1533	0.5046999612
1534	0.5046947905
1535	0.5046906036
1536	0.5046857144
1537	0.50468112
1538	0.5046778295
1539	0.5046743267
1540	0.5046706598
1541	0.5046643732
1542	0.5046610904
1543	0.5046580057
1544	0.504653308
1545	0.5046493649
1546	0.5046453394
1547	0.504643223
1548	0.5046394717
1549	0.5046350505
1550	0.5046312678
1551	0.5046266236
1552	0.5046246789
1553	0.504620532
1554	0.5046153843
1555	0.5046131969
1556	0.5046088967
1557	0.5046055944
1558	0.5046002661
1559	0.5045971416
1560	0.5045925059
1561	0.504590367
1562	0.5045870209
1563	0.5045829948
1564	0.5045785355
1565	0.5045743076
1566	0.5045710709
1567	0.5045680376
1568	0.5045630666
1569	0.5045581009
1570	0.5045517739
1571	0.5045496107
1572	0.5045453353
1573	0.5045426057
1574	0.5045377441
1575	0.5045346775
1576	0.5045304465
1577	0.5045253944
1578	0.5045209037
1579	0.5045179288
1580	0.5045154741
1581	0.5045103976
1582	0.5045090216
1583	0.5045057769
1584	0.5045031522
1585	0.5044987351
1586	0.5044971204
1587	0.5044944441
1588	0.5044906343
1589	0.5044878736
1590	0.5044832481
1591	0.5044775331
1592	0.5044718199
1593	0.5044693124
1594	0.5044656815
1595	0.5044639407
1596	0.5044599905
1597	0.5044554986
1598	0.5044521749
1599	0.5044471907
1600	0.5044455916
1601	0.5044414617
1602	0.5044357354
1603	0.5044321159
1604	0.5044294489
1605	0.504427068
1606	0.504423294
1607	0.504419622
1608	0.5044163844
1609	0.5044130163
1610	0.5044086492
1611	0.5044052112
1612	0.5044026671
1613	0.5043988851
1614	0.5043969151
1615	0.5043946121
1616	0.504393259
1617	0.5043888027
1618	0.5043834187
1619	0.504380131
1620	0.5043767611
1621	0.504371169
1622	0.5043663795
1623	0.5043637654
1624	0.5043594395
1625	0.5043553692
1626	0.5043500619
1627	0.504346342
1628	0.5043418161
1629	0.5043399003
1630	0.5043356734
1631	0.5043315449
1632	0.504327033
1633	0.5043205621
1634	0.5043174386
1635	0.5043151899
1636	0.5043109565
1637	0.5043051816
1638	0.5043015697
1639	0.5042984503
1640	0.5042960546
1641	0.50429123
1642	0.5042868236
1643	0.5042822138
1644	0.504279236
1645	0.5042758032
1646	0.5042738483
1647	0.5042686638
1648	0.5042672466
1649	0.504262939
1650	0.5042597694
1651	0.5042566081
1652	0.5042518869
1653	0.5042489023
1654	0.5042459134
1655	0.5042431559
1656	0.5042387729
1657	0.5042335848
1658	0.5042272391
1659	0.5042239083
1660	0.5042182937
1661	0.5042141883
1662	0.5042094574
1663	0.5042049725
1664	0.5042018474
1665	0.504197586
1666	0.5041927577
1667	0.5041883949
1668	0.5041808031
1669	0.5041747859
1670	0.504170575
1671	0.5041656758
1672	0.5041619854
1673	0.5041578116
1674	0.5041538263
1675	0.5041463617
1676	0.5041433185
1677	0.5041372777
1678	0.5041334443
1679	0.5041314294
1680	0.5041278635
1681	0.504123395
1682	0.5041178544
1683	0.504113865
1684	0.5041100211
1685	0.5041069289
1686	0.5041021609
1687	0.5041000428
1688	0.5040973001
1689	0.5040925121
1690	0.5040884121
1691	0.5040826574
1692	0.5040772098
1693	0.5040736719
1694	0.5040703075
1695	0.5040655249
1696	0.5040602837
1697	0.504058804
1698	0.5040568792
1699	0.5040546769
1700	0.5040516578
1701	0.5040483352
1702	0.5040446355
1703	0.504041766
1704	0.5040385887
1705	0.5040350477
1706	0.5040314609
1707	0.5040278437
1708	0.5040237874
1709	0.5040225224
1710	0.504017389
1711	0.5040140055
1712	0.5040104416
1713	0.5040072294
1714	0.504002868
1715	0.5039985629
1716	0.5039956327
1717	0.5039909707
1718	0.5039883708
1719	0.5039857554
1720	0.5039833681
1721	0.50397999
1722	0.5039769102
1723	0.5039739361
1724	0.5039692205
1725	0.5039666809
1726	0.5039636692
1727	0.5039580844
1728	0.5039560851
1729	0.50395068
1730	0.5039476542
1731	0.5039447719
1732	0.5039391786
1733	0.5039339468
1734	0.503931952
1735	0.503929967
1736	0.5039270583
1737	0.5039237259
1738	0.5039201331
1739	0.503915298
1740	0.5039117269
1741	0.5039085114
1742	0.5039037728
1743	0.5039003542
1744	0.5038967351
1745	0.5038919324
1746	0.503888408
1747	0.5038859984
1748	0.5038820584
1749	0.5038785687
1750	0.5038732445
1751	0.5038701529
1752	0.5038656054
1753	0.5038609317
1754	0.5038559892
1755	0.5038539387
1756	0.5038489536
1757	0.5038459823
1758	0.5038427542
1759	0.5038392128
1760	0.5038351696
1761	0.5038293419
1762	0.5038240343
1763	0.5038206841
1764	0.5038185058
1765	0.5038139902
1766	0.5038115208
1767	0.5038078239
1768	0.5038040408
1769	0.5037989112
1770	0.5037958607
1771	0.5037919097
1772	0.5037900078
1773	0.5037842345
1774	0.5037788265
1775	0.5037731731
1776	0.5037704432
1777	0.5037673819
1778	0.5037646482
1779	0.5037608537
1780	0.5037572947
1781	0.5037551551
1782	0.503753129
1783	0.5037502727
1784	0.5037461107
1785	0.5037417374
1786	0.5037381261
1787	0.5037336583
1788	0.5037303769
1789	0.5037276493
1790	0.5037243417
1791	0.503719327
1792	0.5037165264
1793	0.5037120743
1794	0.5037081534
1795	0.5037038247
1796	0.5036989503
1797	0.5036951948
1798	0.5036911901
1799	0.5036888821
1800	0.5036848879
1801	0.5036829342
1802	0.5036796091
1803	0.5036756741
1804	0.5036700076
1805	0.5036661251
1806	0.5036616131
1807	0.5036569977
1808	0.503652706
1809	0.5036468646
1810	0.5036446932
1811	0.5036409642
1812	0.5036384423
1813	0.5036355407
1814	0.5036300154
1815	0.5036262963
1816	0.5036225035
1817	0.5036190308
1818	0.5036146221
1819	0.5036079594
1820	0.5036041095
1821	0.5035997981
1822	0.5035959381
1823	0.5035909874
1824	0.5035869242
1825	0.5035844489
1826	0.5035818989
1827	0.503578393
1828	0.503575403
1829	0.5035720264
1830	0.5035694126
1831	0.5035666903
1832	0.5035629997
1833	0.5035597171
1834	0.5035550007
1835	0.5035505195
1836	0.5035466104
1837	0.5035425126
1838	0.5035391269
1839	0.5035351277
1840	0.5035326592
1841	0.5035293959
1842	0.5035262622
1843	0.5035235095
1844	0.503519225
1845	0.5035139246
1846	0.503509932
1847	0.5035062341
1848	0.5035020703
1849	0.5034982826
1850	0.5034950131
1851	0.5034908935
1852	0.5034871801
1853	0.5034833827
1854	0.5034807354
1855	0.5034772045
1856	0.5034714259
1857	0.5034660307
1858	0.5034615526
1859	0.5034590281
1860	0.5034564521
1861	0.5034535564
1862	0.5034520077
1863	0.5034469374
1864	0.5034427044
1865	0.5034371775
1866	0.503435157
1867	0.5034326989
1868	0.5034283516
1869	0.5034242064
1870	0.5034197863
1871	0.5034158927
1872	0.5034127942
1873	0.5034077254
1874	0.5034041327
1875	0.5034030377
1876	0.5034004227
1877	0.5033974182
1878	0.5033938098
1879	0.5033902475
1880	0.5033865868
1881	0.5033819606
1882	0.5033767023
1883	0.503369697
1884	0.503366148
1885	0.5033610316
1886	0.5033570632
1887	0.5033552698
1888	0.5033529874
1889	0.5033509567
1890	0.5033468037
1891	0.5033429806
1892	0.5033392251
1893	0.503336042
1894	0.5033326325
1895	0.5033288057
1896	0.5033253272
1897	0.503320462
1898	0.5033165651
1899	0.5033137806
1900	0.5033098465
1901	0.5033057093
1902	0.5033001606
1903	0.5032976327
1904	0.5032937961
1905	0.5032891988
1906	0.5032841806
1907	0.5032814022
1908	0.5032776749
1909	0.5032741841
1910	0.5032708563
1911	0.5032668942
1912	0.5032627371
1913	0.5032599315
1914	0.5032564684
1915	0.5032523855
1916	0.5032497487
1917	0.5032467277
1918	0.5032430922
1919	0.5032386768
1920	0.5032338085
1921	0.5032304289
1922	0.5032237402
1923	0.5032188759
1924	0.5032165654
1925	0.5032122989
1926	0.5032089618
1927	0.5032034547
1928	0.5032004996
1929	0.5031978103
1930	0.5031936946
1931	0.5031915124
1932	0.5031863515
1933	0.5031807684
1934	0.5031763989
1935	0.5031738924
1936	0.5031718172
1937	0.5031687716
1938	0.5031632963
1939	0.5031617381
1940	0.5031585542
1941	0.5031523085
1942	0.5031484528
1943	0.5031456762
1944	0.5031415018
1945	0.5031396148
1946	0.5031360621
1947	0.503131226
1948	0.5031285953
1949	0.503127207
1950	0.5031242095
1951	0.5031195511
1952	0.5031172872
1953	0.5031136429
1954	0.5031097186
1955	0.5031067278
1956	0.5031030252
1957	0.5030988739
1958	0.5030962164
1959	0.5030942997
1960	0.5030909057
1961	0.5030874098
1962	0.5030855305
1963	0.5030816298
1964	0.5030790761
1965	0.5030758041
1966	0.5030719046
1967	0.5030694297
1968	0.5030659727
1969	0.503062796
1970	0.503059612
1971	0.5030529063
1972	0.5030475204
1973	0.5030449849
1974	0.5030396413
1975	0.5030338291
1976	0.5030299294
1977	0.5030261166
1978	0.5030221467
1979	0.5030178753
1980	0.5030125644
1981	0.5030076938
1982	0.5030027568
1983	0.5029990077
1984	0.5029969791
1985	0.5029916461
1986	0.5029870379
1987	0.502985092
1988	0.5029810158
1989	0.5029774735
1990	0.502973336
1991	0.5029698275
1992	0.5029669975
1993	0.5029622274
1994	0.5029580391
1995	0.5029551404
1996	0.5029532869
1997	0.5029488265
1998	0.5029460498
1999	0.5029413914
